path,class,width,height,format,mode
data\Abnormal_Sperm\Abnormal_Sperm (877).bmp,Abnormal_Sperm,155,183,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (878).bmp,Abnormal_Sperm,172,152,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (879).bmp,Abnormal_Sperm,151,178,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (88).bmp,Abnormal_Sperm,151,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (880).bmp,Abnormal_Sperm,146,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (881).bmp,Abnormal_Sperm,167,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (882).bmp,Abnormal_Sperm,171,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (883).bmp,Abnormal_Sperm,160,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (884).bmp,Abnormal_Sperm,184,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (885).bmp,Abnormal_Sperm,152,167,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (886).bmp,Abnormal_Sperm,157,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (887).bmp,Abnormal_Sperm,162,177,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (888).bmp,Abnormal_Sperm,175,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (889).bmp,Abnormal_Sperm,191,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (89).bmp,Abnormal_Sperm,178,149,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (890).bmp,Abnormal_Sperm,176,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (891).bmp,Abnormal_Sperm,156,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (892).bmp,Abnormal_Sperm,160,178,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (893).bmp,Abnormal_Sperm,167,187,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (894).bmp,Abnormal_Sperm,148,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (895).bmp,Abnormal_Sperm,160,178,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (896).bmp,Abnormal_Sperm,165,152,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (897).bmp,Abnormal_Sperm,153,164,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (898).bmp,Abnormal_Sperm,204,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (899).bmp,Abnormal_Sperm,160,198,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (9).bmp,Abnormal_Sperm,156,181,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (90).bmp,Abnormal_Sperm,155,209,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (900).bmp,Abnormal_Sperm,171,224,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (901).bmp,Abnormal_Sperm,193,162,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (902).bmp,Abnormal_Sperm,195,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (903).bmp,Abnormal_Sperm,172,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (904).bmp,Abnormal_Sperm,184,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (905).bmp,Abnormal_Sperm,170,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (906).bmp,Abnormal_Sperm,176,166,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (907).bmp,Abnormal_Sperm,155,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (908).bmp,Abnormal_Sperm,188,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (909).bmp,Abnormal_Sperm,189,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (91).bmp,Abnormal_Sperm,173,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (910).bmp,Abnormal_Sperm,159,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (911).bmp,Abnormal_Sperm,170,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (912).bmp,Abnormal_Sperm,174,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (913).bmp,Abnormal_Sperm,165,144,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (914).bmp,Abnormal_Sperm,153,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (915).bmp,Abnormal_Sperm,175,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (916).bmp,Abnormal_Sperm,206,164,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (917).bmp,Abnormal_Sperm,184,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (918).bmp,Abnormal_Sperm,166,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (919).bmp,Abnormal_Sperm,183,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (92).bmp,Abnormal_Sperm,179,196,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (920).bmp,Abnormal_Sperm,156,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (921).bmp,Abnormal_Sperm,164,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (922).bmp,Abnormal_Sperm,154,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (923).bmp,Abnormal_Sperm,173,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (924).bmp,Abnormal_Sperm,181,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (925).bmp,Abnormal_Sperm,176,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (926).bmp,Abnormal_Sperm,150,202,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (927).bmp,Abnormal_Sperm,177,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (928).bmp,Abnormal_Sperm,152,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (929).bmp,Abnormal_Sperm,180,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (93).bmp,Abnormal_Sperm,181,196,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (930).bmp,Abnormal_Sperm,169,147,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (931).bmp,Abnormal_Sperm,171,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (932).bmp,Abnormal_Sperm,196,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (933).bmp,Abnormal_Sperm,163,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (934).bmp,Abnormal_Sperm,178,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (935).bmp,Abnormal_Sperm,173,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (936).bmp,Abnormal_Sperm,159,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (937).bmp,Abnormal_Sperm,181,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (938).bmp,Abnormal_Sperm,155,178,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (939).bmp,Abnormal_Sperm,155,159,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (94).bmp,Abnormal_Sperm,191,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (940).bmp,Abnormal_Sperm,201,166,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (941).bmp,Abnormal_Sperm,157,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (942).bmp,Abnormal_Sperm,154,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (943).bmp,Abnormal_Sperm,146,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (944).bmp,Abnormal_Sperm,185,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (945).bmp,Abnormal_Sperm,175,146,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (946).bmp,Abnormal_Sperm,180,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (947).bmp,Abnormal_Sperm,186,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (948).bmp,Abnormal_Sperm,179,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (949).bmp,Abnormal_Sperm,166,164,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (95).bmp,Abnormal_Sperm,193,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (950).bmp,Abnormal_Sperm,170,208,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (951).bmp,Abnormal_Sperm,151,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (952).bmp,Abnormal_Sperm,185,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (953).bmp,Abnormal_Sperm,194,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (954).bmp,Abnormal_Sperm,187,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (955).bmp,Abnormal_Sperm,189,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (956).bmp,Abnormal_Sperm,165,193,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (957).bmp,Abnormal_Sperm,194,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (958).bmp,Abnormal_Sperm,179,187,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (959).bmp,Abnormal_Sperm,175,146,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (96).bmp,Abnormal_Sperm,203,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (960).bmp,Abnormal_Sperm,190,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (961).bmp,Abnormal_Sperm,163,183,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (962).bmp,Abnormal_Sperm,177,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (963).bmp,Abnormal_Sperm,154,200,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (964).bmp,Abnormal_Sperm,151,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (965).bmp,Abnormal_Sperm,148,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (966).bmp,Abnormal_Sperm,184,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (967).bmp,Abnormal_Sperm,149,189,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (968).bmp,Abnormal_Sperm,191,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (969).bmp,Abnormal_Sperm,188,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (97).bmp,Abnormal_Sperm,162,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (970).bmp,Abnormal_Sperm,148,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (971).bmp,Abnormal_Sperm,193,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (972).bmp,Abnormal_Sperm,196,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (973).bmp,Abnormal_Sperm,192,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (974).bmp,Abnormal_Sperm,205,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (975).bmp,Abnormal_Sperm,174,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (976).bmp,Abnormal_Sperm,196,152,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (977).bmp,Abnormal_Sperm,191,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (978).bmp,Abnormal_Sperm,146,184,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (979).bmp,Abnormal_Sperm,182,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (98).bmp,Abnormal_Sperm,180,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (980).bmp,Abnormal_Sperm,195,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (981).bmp,Abnormal_Sperm,168,185,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (982).bmp,Abnormal_Sperm,167,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (983).bmp,Abnormal_Sperm,149,174,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (984).bmp,Abnormal_Sperm,165,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (985).bmp,Abnormal_Sperm,177,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (986).bmp,Abnormal_Sperm,168,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (987).bmp,Abnormal_Sperm,156,185,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (988).bmp,Abnormal_Sperm,192,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (989).bmp,Abnormal_Sperm,168,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (99).bmp,Abnormal_Sperm,206,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (990).bmp,Abnormal_Sperm,196,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (991).bmp,Abnormal_Sperm,145,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (992).bmp,Abnormal_Sperm,187,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (993).bmp,Abnormal_Sperm,163,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (994).bmp,Abnormal_Sperm,204,167,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (995).bmp,Abnormal_Sperm,177,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (996).bmp,Abnormal_Sperm,171,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (997).bmp,Abnormal_Sperm,179,200,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (998).bmp,Abnormal_Sperm,153,197,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (999).bmp,Abnormal_Sperm,147,199,BMP,RGB
data\Non-Sperm\Non-Sperm (1).bmp,Non-Sperm,187,162,BMP,RGB
data\Non-Sperm\Non-Sperm (10).bmp,Non-Sperm,160,128,BMP,RGB
data\Non-Sperm\Non-Sperm (100).bmp,Non-Sperm,154,150,PNG,RGB
data\Non-Sperm\Non-Sperm (101).bmp,Non-Sperm,146,148,PNG,RGB
data\Non-Sperm\Non-Sperm (102).bmp,Non-Sperm,148,166,PNG,RGB
data\Non-Sperm\Non-Sperm (103).bmp,Non-Sperm,186,166,PNG,RGB
data\Non-Sperm\Non-Sperm (104).bmp,Non-Sperm,180,186,PNG,RGB
data\Non-Sperm\Non-Sperm (105).bmp,Non-Sperm,174,159,PNG,RGB
data\Non-Sperm\Non-Sperm (106).bmp,Non-Sperm,157,165,PNG,RGB
data\Non-Sperm\Non-Sperm (107).bmp,Non-Sperm,174,157,PNG,RGB
data\Non-Sperm\Non-Sperm (108).bmp,Non-Sperm,167,150,PNG,RGB
data\Non-Sperm\Non-Sperm (109).bmp,Non-Sperm,203,178,PNG,RGB
data\Non-Sperm\Non-Sperm (11).bmp,Non-Sperm,184,150,BMP,RGB
data\Non-Sperm\Non-Sperm (110).bmp,Non-Sperm,225,168,PNG,RGB
data\Non-Sperm\Non-Sperm (111).bmp,Non-Sperm,165,154,PNG,RGB
data\Non-Sperm\Non-Sperm (112).bmp,Non-Sperm,183,215,PNG,RGB
data\Non-Sperm\Non-Sperm (113).bmp,Non-Sperm,191,196,PNG,RGB
data\Non-Sperm\Non-Sperm (114).bmp,Non-Sperm,147,149,PNG,RGB
data\Non-Sperm\Non-Sperm (115).bmp,Non-Sperm,178,193,PNG,RGB
data\Non-Sperm\Non-Sperm (116).bmp,Non-Sperm,147,151,PNG,RGB
data\Non-Sperm\Non-Sperm (117).bmp,Non-Sperm,154,173,PNG,RGB
data\Non-Sperm\Non-Sperm (118).bmp,Non-Sperm,157,147,PNG,RGB
data\Non-Sperm\Non-Sperm (119).bmp,Non-Sperm,145,161,PNG,RGB
data\Non-Sperm\Non-Sperm (12).bmp,Non-Sperm,204,179,BMP,RGB
data\Non-Sperm\Non-Sperm (120).bmp,Non-Sperm,144,155,PNG,RGB
data\Non-Sperm\Non-Sperm (121).bmp,Non-Sperm,182,167,PNG,RGB
data\Non-Sperm\Non-Sperm (122).bmp,Non-Sperm,151,152,PNG,RGB
data\Non-Sperm\Non-Sperm (123).bmp,Non-Sperm,151,192,PNG,RGB
data\Non-Sperm\Non-Sperm (124).bmp,Non-Sperm,157,147,PNG,RGB
data\Non-Sperm\Non-Sperm (125).bmp,Non-Sperm,151,151,PNG,RGB
data\Non-Sperm\Non-Sperm (126).bmp,Non-Sperm,166,167,PNG,RGB
data\Non-Sperm\Non-Sperm (127).bmp,Non-Sperm,171,122,PNG,RGB
data\Non-Sperm\Non-Sperm (128).bmp,Non-Sperm,150,157,PNG,RGB
data\Non-Sperm\Non-Sperm (129).bmp,Non-Sperm,163,151,PNG,RGB
data\Non-Sperm\Non-Sperm (13).bmp,Non-Sperm,167,148,BMP,RGB
data\Non-Sperm\Non-Sperm (130).bmp,Non-Sperm,156,178,PNG,RGB
data\Non-Sperm\Non-Sperm (131).bmp,Non-Sperm,151,176,PNG,RGB
data\Non-Sperm\Non-Sperm (132).bmp,Non-Sperm,155,192,PNG,RGB
data\Non-Sperm\Non-Sperm (133).bmp,Non-Sperm,158,188,PNG,RGB
data\Non-Sperm\Non-Sperm (134).bmp,Non-Sperm,149,164,PNG,RGB
data\Non-Sperm\Non-Sperm (135).bmp,Non-Sperm,177,166,PNG,RGB
data\Non-Sperm\Non-Sperm (136).bmp,Non-Sperm,141,162,PNG,RGB
data\Non-Sperm\Non-Sperm (137).bmp,Non-Sperm,169,157,PNG,RGB
data\Non-Sperm\Non-Sperm (138).bmp,Non-Sperm,167,178,PNG,RGB
data\Non-Sperm\Non-Sperm (139).bmp,Non-Sperm,194,168,PNG,RGB
data\Non-Sperm\Non-Sperm (14).bmp,Non-Sperm,142,165,BMP,RGB
data\Non-Sperm\Non-Sperm (140).bmp,Non-Sperm,141,163,PNG,RGB
data\Non-Sperm\Non-Sperm (141).bmp,Non-Sperm,142,161,PNG,RGB
data\Non-Sperm\Non-Sperm (142).bmp,Non-Sperm,159,160,PNG,RGB
data\Non-Sperm\Non-Sperm (143).bmp,Non-Sperm,175,210,PNG,RGB
data\Non-Sperm\Non-Sperm (144).bmp,Non-Sperm,169,168,PNG,RGB
data\Non-Sperm\Non-Sperm (145).bmp,Non-Sperm,183,157,PNG,RGB
data\Non-Sperm\Non-Sperm (146).bmp,Non-Sperm,157,186,PNG,RGB
data\Non-Sperm\Non-Sperm (147).bmp,Non-Sperm,149,155,PNG,RGB
data\Non-Sperm\Non-Sperm (148).bmp,Non-Sperm,159,157,PNG,RGB
data\Non-Sperm\Non-Sperm (149).bmp,Non-Sperm,190,180,PNG,RGB
data\Non-Sperm\Non-Sperm (15).bmp,Non-Sperm,178,112,BMP,RGB
data\Non-Sperm\Non-Sperm (150).bmp,Non-Sperm,157,156,PNG,RGB
data\Non-Sperm\Non-Sperm (151).bmp,Non-Sperm,186,173,PNG,RGB
data\Non-Sperm\Non-Sperm (152).bmp,Non-Sperm,165,172,PNG,RGB
data\Non-Sperm\Non-Sperm (153).bmp,Non-Sperm,186,208,PNG,RGB
data\Non-Sperm\Non-Sperm (154).bmp,Non-Sperm,163,186,PNG,RGB
data\Non-Sperm\Non-Sperm (155).bmp,Non-Sperm,200,191,PNG,RGB
data\Non-Sperm\Non-Sperm (156).bmp,Non-Sperm,185,180,PNG,RGB
data\Non-Sperm\Non-Sperm (157).bmp,Non-Sperm,171,193,PNG,RGB
data\Non-Sperm\Non-Sperm (158).bmp,Non-Sperm,181,156,PNG,RGB
data\Non-Sperm\Non-Sperm (159).bmp,Non-Sperm,184,176,PNG,RGB
data\Non-Sperm\Non-Sperm (16).bmp,Non-Sperm,145,179,BMP,RGB
data\Non-Sperm\Non-Sperm (160).bmp,Non-Sperm,161,168,PNG,RGB
data\Non-Sperm\Non-Sperm (161).bmp,Non-Sperm,180,175,PNG,RGB
data\Non-Sperm\Non-Sperm (162).bmp,Non-Sperm,156,151,PNG,RGB
data\Non-Sperm\Non-Sperm (163).bmp,Non-Sperm,151,152,PNG,RGB
data\Non-Sperm\Non-Sperm (164).bmp,Non-Sperm,179,162,PNG,RGB
data\Non-Sperm\Non-Sperm (165).bmp,Non-Sperm,217,175,PNG,RGB
data\Non-Sperm\Non-Sperm (166).bmp,Non-Sperm,168,165,PNG,RGB
data\Non-Sperm\Non-Sperm (167).bmp,Non-Sperm,185,178,PNG,RGB
data\Non-Sperm\Non-Sperm (168).bmp,Non-Sperm,168,151,PNG,RGB
data\Non-Sperm\Non-Sperm (169).bmp,Non-Sperm,150,150,PNG,RGB
data\Non-Sperm\Non-Sperm (17).bmp,Non-Sperm,177,118,BMP,RGB
data\Non-Sperm\Non-Sperm (170).bmp,Non-Sperm,187,158,PNG,RGB
data\Non-Sperm\Non-Sperm (171).bmp,Non-Sperm,155,149,PNG,RGB
data\Non-Sperm\Non-Sperm (172).bmp,Non-Sperm,174,195,PNG,RGB
data\Non-Sperm\Non-Sperm (173).bmp,Non-Sperm,154,165,PNG,RGB
data\Non-Sperm\Non-Sperm (174).bmp,Non-Sperm,157,171,PNG,RGB
data\Non-Sperm\Non-Sperm (175).bmp,Non-Sperm,180,155,PNG,RGB
data\Non-Sperm\Non-Sperm (176).bmp,Non-Sperm,193,155,PNG,RGB
data\Non-Sperm\Non-Sperm (177).bmp,Non-Sperm,153,153,PNG,RGB
data\Non-Sperm\Non-Sperm (178).bmp,Non-Sperm,163,145,PNG,RGB
data\Non-Sperm\Non-Sperm (179).bmp,Non-Sperm,183,176,PNG,RGB
data\Non-Sperm\Non-Sperm (18).bmp,Non-Sperm,171,81,BMP,RGB
data\Non-Sperm\Non-Sperm (180).bmp,Non-Sperm,166,179,PNG,RGB
data\Non-Sperm\Non-Sperm (181).bmp,Non-Sperm,150,149,PNG,RGB
data\Non-Sperm\Non-Sperm (182).bmp,Non-Sperm,166,143,PNG,RGB
data\Non-Sperm\Non-Sperm (183).bmp,Non-Sperm,154,147,PNG,RGB
data\Non-Sperm\Non-Sperm (184).bmp,Non-Sperm,148,157,PNG,RGB
data\Non-Sperm\Non-Sperm (185).bmp,Non-Sperm,172,188,PNG,RGB
data\Non-Sperm\Non-Sperm (186).bmp,Non-Sperm,170,195,PNG,RGB
data\Non-Sperm\Non-Sperm (187).bmp,Non-Sperm,165,183,PNG,RGB
data\Non-Sperm\Non-Sperm (188).bmp,Non-Sperm,184,182,PNG,RGB
data\Non-Sperm\Non-Sperm (189).bmp,Non-Sperm,170,168,PNG,RGB
data\Non-Sperm\Non-Sperm (19).bmp,Non-Sperm,158,177,BMP,RGB
data\Non-Sperm\Non-Sperm (190).bmp,Non-Sperm,174,162,PNG,RGB
data\Non-Sperm\Non-Sperm (191).bmp,Non-Sperm,168,175,PNG,RGB
data\Non-Sperm\Non-Sperm (192).bmp,Non-Sperm,201,156,PNG,RGB
data\Non-Sperm\Non-Sperm (193).bmp,Non-Sperm,175,155,PNG,RGB
data\Non-Sperm\Non-Sperm (194).bmp,Non-Sperm,164,178,PNG,RGB
data\Non-Sperm\Non-Sperm (195).bmp,Non-Sperm,147,153,PNG,RGB
data\Non-Sperm\Non-Sperm (196).bmp,Non-Sperm,160,167,PNG,RGB
data\Non-Sperm\Non-Sperm (197).bmp,Non-Sperm,196,178,PNG,RGB
data\Non-Sperm\Non-Sperm (198).bmp,Non-Sperm,162,148,PNG,RGB
data\Non-Sperm\Non-Sperm (199).bmp,Non-Sperm,155,161,PNG,RGB
data\Non-Sperm\Non-Sperm (2).bmp,Non-Sperm,180,186,BMP,RGB
data\Non-Sperm\Non-Sperm (20).bmp,Non-Sperm,192,163,BMP,RGB
data\Non-Sperm\Non-Sperm (200).bmp,Non-Sperm,170,176,PNG,RGB
data\Non-Sperm\Non-Sperm (201).bmp,Non-Sperm,172,177,PNG,RGB
data\Non-Sperm\Non-Sperm (202).bmp,Non-Sperm,153,155,PNG,RGB
data\Non-Sperm\Non-Sperm (203).bmp,Non-Sperm,148,170,PNG,RGB
data\Non-Sperm\Non-Sperm (204).bmp,Non-Sperm,153,185,PNG,RGB
data\Non-Sperm\Non-Sperm (205).bmp,Non-Sperm,187,183,PNG,RGB
data\Non-Sperm\Non-Sperm (206).bmp,Non-Sperm,165,154,PNG,RGB
data\Non-Sperm\Non-Sperm (207).bmp,Non-Sperm,154,149,PNG,RGB
data\Non-Sperm\Non-Sperm (208).bmp,Non-Sperm,163,165,PNG,RGB
data\Non-Sperm\Non-Sperm (209).bmp,Non-Sperm,155,146,PNG,RGB
data\Non-Sperm\Non-Sperm (21).bmp,Non-Sperm,160,232,BMP,RGB
data\Non-Sperm\Non-Sperm (210).bmp,Non-Sperm,199,166,PNG,RGB
data\Non-Sperm\Non-Sperm (211).bmp,Non-Sperm,223,161,PNG,RGB
data\Non-Sperm\Non-Sperm (212).bmp,Non-Sperm,173,146,PNG,RGB
data\Non-Sperm\Non-Sperm (213).bmp,Non-Sperm,144,159,PNG,RGB
data\Non-Sperm\Non-Sperm (214).bmp,Non-Sperm,194,205,PNG,RGB
data\Non-Sperm\Non-Sperm (215).bmp,Non-Sperm,146,152,PNG,RGB
data\Non-Sperm\Non-Sperm (216).bmp,Non-Sperm,186,155,PNG,RGB
data\Non-Sperm\Non-Sperm (217).bmp,Non-Sperm,153,156,PNG,RGB
data\Non-Sperm\Non-Sperm (218).bmp,Non-Sperm,193,151,PNG,RGB
data\Non-Sperm\Non-Sperm (219).bmp,Non-Sperm,167,166,PNG,RGB
data\Non-Sperm\Non-Sperm (22).bmp,Non-Sperm,146,197,BMP,RGB
data\Non-Sperm\Non-Sperm (220).bmp,Non-Sperm,148,156,PNG,RGB
data\Non-Sperm\Non-Sperm (221).bmp,Non-Sperm,175,153,PNG,RGB
data\Non-Sperm\Non-Sperm (222).bmp,Non-Sperm,161,158,PNG,RGB
data\Non-Sperm\Non-Sperm (223).bmp,Non-Sperm,155,145,PNG,RGB
data\Non-Sperm\Non-Sperm (224).bmp,Non-Sperm,144,159,PNG,RGB
data\Non-Sperm\Non-Sperm (225).bmp,Non-Sperm,158,155,PNG,RGB
data\Non-Sperm\Non-Sperm (226).bmp,Non-Sperm,159,152,PNG,RGB
data\Non-Sperm\Non-Sperm (227).bmp,Non-Sperm,159,159,PNG,RGB
data\Non-Sperm\Non-Sperm (228).bmp,Non-Sperm,152,159,PNG,RGB
data\Non-Sperm\Non-Sperm (229).bmp,Non-Sperm,172,229,PNG,RGB
data\Non-Sperm\Non-Sperm (23).bmp,Non-Sperm,157,175,BMP,RGB
data\Non-Sperm\Non-Sperm (230).bmp,Non-Sperm,173,154,PNG,RGB
data\Non-Sperm\Non-Sperm (231).bmp,Non-Sperm,222,158,PNG,RGB
data\Non-Sperm\Non-Sperm (232).bmp,Non-Sperm,160,163,PNG,RGB
data\Non-Sperm\Non-Sperm (233).bmp,Non-Sperm,148,159,PNG,RGB
data\Non-Sperm\Non-Sperm (234).bmp,Non-Sperm,150,159,PNG,RGB
data\Non-Sperm\Non-Sperm (235).bmp,Non-Sperm,174,169,PNG,RGB
data\Non-Sperm\Non-Sperm (236).bmp,Non-Sperm,172,125,PNG,RGB
data\Non-Sperm\Non-Sperm (237).bmp,Non-Sperm,154,147,PNG,RGB
